window_id,packet_count,total_bytes,duration,size_mean,size_std,size_min,size_max,size_median,size_q25,size_q75,iat_mean,iat_std,iat_min,iat_max,iat_median,ratio_dot11,ratio_ip,ratio_tcp,ratio_udp,ratio_ether,dot11_mgmt_ratio,dot11_ctrl_ratio,dot11_data_ratio,dot11_retry_ratio,ip_len_mean,ip_ttl_mean,ip_proto_variety,tcp_port_variety,tcp_flags_variety,tcp_window_mean,rssi_mean,rssi_std,rssi_min,rssi_max,window_start,window_end,label,filename
22,19,5193,1.416017770767212,273.3157894736842,629.4081922843234,52.0,2826.0,66.0,66.0,176.0,0.11435114709954512,0.21472675024141083,9.5367431640625e-07,0.7566540241241455,0.0248410701751709,0.0,0.9473684210526315,0.8421052631578947,0.10526315789473684,0.9473684210526315,0.0,0.0,0.0,0.0,271.6111111111111,70.22222222222223,2.0,4.0,2.0,241.6875,0.0,0.0,0.0,0.0,1760654521.199457,1760654523.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
23,4,464,1.2290370464324951,116.0,69.35896961941309,52.0,176.0,118.0,58.0,176.0,0.44799327850341797,0.3905625190069002,0.00021696090698242188,0.921422004699707,0.4351670742034912,0.0,0.5,0.0,0.5,0.75,0.0,0.0,0.0,0.0,162.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760654523.199457,1760654525.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
24,557,396619,1.6296539306640625,712.0628366247756,618.9026910657943,43.0,2185.0,1292.0,43.0,1292.0,0.004523639997436297,0.037753798046061104,9.5367431640625e-07,0.8085880279541016,3.600120544433594e-05,0.0,0.9964093357271095,0.00718132854578097,0.63016157989228,0.9982046678635548,0.0,0.0,0.0,0.0,700.4270270270271,102.31711711711712,3.0,2.0,2.0,259.25,0.0,0.0,0.0,0.0,1760654525.199457,1760654527.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
25,164,175103,1.804764986038208,1067.7012195121952,465.764878938388,52.0,1446.0,1292.0,1292.0,1292.0,0.01149642025982892,0.0628607161020758,9.5367431640625e-07,0.607598066329956,2.4080276489257812e-05,0.0,0.9939024390243902,0.04878048780487805,0.9329268292682927,0.9939024390243902,0.0,0.0,0.0,0.0,1059.9325153374234,62.263803680981596,3.0,4.0,3.0,1236.75,0.0,0.0,0.0,0.0,1760654527.199457,1760654529.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
26,181,195209,1.2095651626586914,1078.5027624309391,455.68771743998127,52.0,1292.0,1292.0,1292.0,1292.0,0.012319971371248278,0.08145610135742033,9.5367431640625e-07,0.9217898845672607,1.9073486328125e-06,0.0,0.994475138121547,0.03314917127071823,0.9613259668508287,0.994475138121547,0.0,0.0,0.0,0.0,1070.2055555555555,109.83888888888889,2.0,2.0,2.0,272.5,0.0,0.0,0.0,0.0,1760654529.199457,1760654531.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
27,115,9433,1.8785641193389893,82.02608695652174,176.57136427496448,43.0,1292.0,43.0,43.0,43.0,0.017191604564064426,0.06434017398001284,1.1920928955078125e-06,0.5528440475463867,0.0022505521774291992,0.0,0.9826086956521739,0.0,0.11304347826086956,0.991304347826087,0.0,0.0,0.0,0.0,63.415929203539825,87.43362831858407,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760654531.199457,1760654533.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
28,572,437066,1.4682328701019287,764.1013986013986,599.9533521254713,43.0,2826.0,1274.0,76.0,1274.0,0.0028942188207250444,0.01775125572288809,9.5367431640625e-07,0.32306790351867676,3.695487976074219e-05,0.0,0.9982517482517482,0.024475524475524476,0.7954545454545454,0.9982517482517482,0.0,0.0,0.0,0.0,751.3485113835377,63.20840630472855,3.0,6.0,4.0,813.4285714285714,0.0,0.0,0.0,0.0,1760654533.199457,1760654535.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
29,303,333783,1.8432161808013916,1101.5940594059407,436.29853026828084,52.0,1292.0,1292.0,1292.0,1292.0,0.007649434323342431,0.06445408833032615,9.5367431640625e-07,0.9120240211486816,2.4080276489257812e-05,0.0,0.9933993399339934,0.0,0.9933993399339934,0.9966996699669967,0.0,0.0,0.0,0.0,1094.5415282392028,112.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760654535.199457,1760654537.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
30,14,1432,1.8433890342712402,102.28571428571429,54.66742606459053,42.0,176.0,66.0,61.5,156.0,0.15360048839024135,0.2624875091824689,9.5367431640625e-07,0.9214329719543457,0.014250993728637695,0.0,0.7142857142857143,0.5714285714285714,0.14285714285714285,0.9285714285714286,0.0,0.0,0.0,0.0,109.6,60.0,2.0,2.0,2.0,272.5,0.0,0.0,0.0,0.0,1760654537.199457,1760654539.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
31,472,300622,1.896955966949463,636.9110169491526,619.9742893489555,42.0,1292.0,77.0,43.0,1292.0,0.005046453500658737,0.02122187974398343,9.5367431640625e-07,0.16329503059387207,0.00010895729064941406,0.0,0.9957627118644068,0.00211864406779661,0.5444915254237288,1.0,0.0,0.0,0.0,0.0,625.4425531914893,102.72978723404255,3.0,2.0,1.0,8192.0,0.0,0.0,0.0,0.0,1760654539.199457,1760654541.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
32,15,6165,1.8432159423828125,411.0,478.4085223798948,52.0,1292.0,176.0,80.0,517.0,0.1461230686732701,0.2029911789282975,9.5367431640625e-07,0.6984100341796875,0.037554025650024414,0.0,0.8666666666666667,0.0,0.8666666666666667,0.9333333333333333,0.0,0.0,0.0,0.0,407.53846153846155,85.53846153846153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760654541.199457,1760654543.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
33,39,13029,0.9724080562591553,334.0769230769231,417.01220382340347,66.0,1292.0,153.0,76.0,378.0,0.033211759618810704,0.08830785907748637,9.5367431640625e-07,0.4676859378814697,0.0001800060272216797,0.0,0.9743589743589743,0.41025641025641024,0.5641025641025641,1.0,0.0,0.0,0.0,0.0,327.0263157894737,58.73684210526316,2.0,2.0,2.0,272.5,0.0,0.0,0.0,0.0,1760654543.199457,1760654545.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
34,166,20314,1.0432538986206055,122.37349397590361,321.4388753183097,43.0,2866.0,43.0,43.0,66.0,0.018422285715738933,0.1416180508970411,9.5367431640625e-07,1.7200889587402344,0.0014464855194091797,0.0,0.9939759036144579,0.24096385542168675,0.030120481927710843,0.9939759036144579,0.0,0.0,0.0,0.0,108.8,89.33333333333333,3.0,2.0,4.0,3775.65,0.0,0.0,0.0,0.0,1760654545.199457,1760654547.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
35,462,397763,1.801642894744873,860.9588744588744,581.0829373538357,43.0,1494.0,1292.0,77.0,1292.0,0.004304208777620179,0.026192630432968062,9.5367431640625e-07,0.3934791088104248,2.8848648071289062e-05,0.0,0.9978354978354979,0.04329004329004329,0.7705627705627706,0.9978354978354979,0.0,0.0,0.0,0.0,848.7136659436009,106.17353579175705,4.0,4.0,5.0,6979.7,0.0,0.0,0.0,0.0,1760654547.199457,1760654549.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
36,160,169675,1.3943848609924316,1060.46875,495.21769461019005,60.0,2647.0,1292.0,1292.0,1292.0,0.009932556748390197,0.07033907978353456,9.5367431640625e-07,0.8528721332550049,2.396106719970703e-05,0.0,0.99375,0.03125,0.9625,1.0,0.0,0.0,0.0,0.0,1052.7610062893082,111.20754716981132,2.0,2.0,2.0,115.2,0.0,0.0,0.0,0.0,1760654549.199457,1760654551.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
37,32,4943,1.639430046081543,154.46875,307.3616115949714,43.0,1292.0,43.0,43.0,78.5,0.07804503291845322,0.22660668375736387,1.9073486328125e-06,0.9216179847717285,0.002050042152404785,0.0,0.96875,0.0,0.34375,0.96875,0.0,0.0,0.0,0.0,143.7741935483871,87.6774193548387,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760654551.199457,1760654553.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
38,187,8965,1.6313109397888184,47.94117647058823,45.238813917144086,43.0,633.0,43.0,43.0,43.0,0.011317566902406755,0.033401754679517316,9.5367431640625e-07,0.16676807403564453,0.002115011215209961,0.0,0.9893048128342246,0.0053475935828877,0.0106951871657754,0.9946524064171123,0.0,0.0,0.0,0.0,30.756756756756758,88.47027027027028,3.0,2.0,1.0,8192.0,0.0,0.0,0.0,0.0,1760654553.199457,1760654555.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
39,7,871,1.2926089763641357,124.42857142857143,61.546343359718634,52.0,196.0,139.0,66.0,176.0,0.26122300965445383,0.354659680064586,2.4080276489257812e-05,0.9215939044952393,0.02937912940979004,0.0,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.8571428571428571,0.0,0.0,0.0,0.0,122.5,60.666666666666664,2.0,2.0,2.0,272.5,0.0,0.0,0.0,0.0,1760654555.199457,1760654557.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
40,420,475475,1.6000208854675293,1132.0833333333333,407.4811973738237,52.0,1292.0,1292.0,1292.0,1292.0,0.005132288807616314,0.04633125713660848,9.5367431640625e-07,0.5518391132354736,2.4080276489257812e-05,0.0,0.9976190476190476,0.0,0.9976190476190476,0.9976190476190476,0.0,0.0,0.0,0.0,1120.6610978520287,112.9164677804296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760654557.199457,1760654559.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
41,173,11023,1.716552972793579,63.716763005780344,137.5080361581297,43.0,1292.0,43.0,43.0,43.0,0.015858504236960898,0.063780341397043,9.5367431640625e-07,0.6146471500396729,0.0013799667358398438,0.0,0.9884393063583815,0.0,0.06358381502890173,0.9942196531791907,0.0,0.0,0.0,0.0,49.80701754385965,89.16959064327486,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760654559.199457,1760654561.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
42,53,2979,1.5361030101776123,56.20754716981132,32.78447011019678,43.0,176.0,43.0,43.0,43.0,0.03779088367115368,0.12402252701715268,9.5367431640625e-07,0.796299934387207,0.0014560222625732422,0.0,0.9622641509433962,0.1320754716981132,0.03773584905660377,0.9811320754716981,0.0,0.0,0.0,0.0,42.21568627450981,82.17647058823529,3.0,4.0,3.0,1403.857142857143,0.0,0.0,0.0,0.0,1760654561.199457,1760654563.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
43,327,366709,1.3991498947143555,1121.434250764526,415.976625760528,52.0,1292.0,1292.0,1292.0,1292.0,0.005674396661611704,0.04986048720252328,9.5367431640625e-07,0.5860869884490967,2.384185791015625e-05,0.0,0.9938837920489296,0.0,0.9938837920489296,0.9969418960244648,0.0,0.0,0.0,0.0,1112.2276923076922,112.76307692307692,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760654563.199457,1760654565.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
44,54,2643,1.931279182434082,48.94444444444444,25.553803148375295,43.0,176.0,43.0,43.0,43.0,0.04817125430473915,0.1668087252777925,9.5367431640625e-07,0.9203660488128662,0.0020865201950073242,0.0,0.9814814814814815,0.037037037037037035,0.037037037037037035,0.9814814814814815,0.0,0.0,0.0,0.0,34.886792452830186,84.24528301886792,3.0,2.0,1.0,562.0,0.0,0.0,0.0,0.0,1760654565.199457,1760654567.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
45,338,201675,1.7926859855651855,596.6715976331361,613.7910327556202,42.0,1292.0,77.0,43.0,1292.0,0.006168332706202346,0.027975924297294362,9.5367431640625e-07,0.30721402168273926,0.001622915267944336,0.0,0.9911242603550295,0.008875739644970414,0.5295857988165681,0.9970414201183432,0.0,0.0,0.0,0.0,587.6089552238806,101.60597014925374,3.0,4.0,2.0,2853.0,0.0,0.0,0.0,0.0,1760654567.199457,1760654569.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
46,302,339227,0.9216899871826172,1123.26821192053,416.0001328697171,52.0,1292.0,1292.0,1292.0,1292.0,0.006103487204242226,0.06733059061859266,9.5367431640625e-07,0.9215631484985352,2.4080276489257812e-05,0.0,0.9966887417218543,0.0,0.9966887417218543,0.9966887417218543,0.0,0.0,0.0,0.0,1112.827242524917,112.55813953488372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760654569.199457,1760654571.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
47,17,4277,1.5361781120300293,251.58823529411765,402.00902645704514,42.0,1292.0,68.0,42.0,191.0,0.12649164480321548,0.1946711940201088,9.5367431640625e-07,0.6141798496246338,0.003710031509399414,0.0,0.5882352941176471,0.0,0.5882352941176471,0.9411764705882353,0.0,0.0,0.0,0.0,381.5,86.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760654571.199457,1760654573.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
48,196,10433,1.7391741275787354,53.22959183673469,75.26788631000765,42.0,778.0,43.0,43.0,43.0,0.012275062250287344,0.0452863643383552,9.5367431640625e-07,0.4457869529724121,0.0021140575408935547,0.0,0.9795918367346939,0.0,0.061224489795918366,0.9948979591836735,0.0,0.0,0.0,0.0,39.317708333333336,87.65625,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760654573.199457,1760654575.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
49,27,2085,1.6742541790008545,77.22222222222223,116.61947763603885,43.0,633.0,43.0,43.0,47.5,0.07863921704499618,0.15331915482201502,9.5367431640625e-07,0.6141359806060791,0.0014429092407226562,0.0,0.9259259259259259,0.037037037037037035,0.07407407407407407,0.9629629629629629,0.0,0.0,0.0,0.0,42.0,81.88,3.0,2.0,1.0,8192.0,0.0,0.0,0.0,0.0,1760654575.199457,1760654577.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
50,413,458344,1.8203489780426025,1109.7917675544795,426.5715777017229,50.0,1292.0,1292.0,1292.0,1292.0,0.00554271887258156,0.055915019689755555,9.5367431640625e-07,0.8942501544952393,1.9073486328125e-06,0.0,0.9975786924939467,0.0,0.9951573849878934,0.9975786924939467,0.0,0.0,0.0,0.0,1098.3592233009708,109.9247572815534,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760654577.199457,1760654579.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
51,100,10956,1.936885118484497,109.56,246.9542271414487,43.0,1292.0,43.0,43.0,43.0,0.021233198543389637,0.06912590459634449,9.5367431640625e-07,0.5318319797515869,0.00217437744140625,0.0,0.99,0.0,0.2,0.99,0.0,0.0,0.0,0.0,96.14141414141415,86.5959595959596,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760654579.199457,1760654581.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
52,137,9436,1.547537088394165,68.87591240875912,154.2037634609531,43.0,1292.0,43.0,43.0,43.0,0.012772371602612872,0.0445813220103313,9.5367431640625e-07,0.40422701835632324,0.0022170543670654297,0.0,0.9927007299270073,0.0072992700729927005,0.08759124087591241,0.9927007299270073,0.0,0.0,0.0,0.0,55.0,86.11764705882354,3.0,2.0,1.0,8192.0,0.0,0.0,0.0,0.0,1760654581.199457,1760654583.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
53,4,464,1.2288181781768799,116.0,69.35896961941309,52.0,176.0,118.0,58.0,176.0,0.4608752727508545,0.2774257727975132,0.15780091285705566,0.7638111114501953,0.4609445333480835,0.0,0.5,0.0,0.5,0.75,0.0,0.0,0.0,0.0,162.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760654583.199457,1760654585.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
54,310,327947,1.5329830646514893,1057.8935483870969,474.8012341310333,52.0,1292.0,1292.0,1292.0,1292.0,0.007495191454472027,0.05720717892870739,9.5367431640625e-07,0.6181368827819824,2.4080276489257812e-05,0.0,0.9870967741935484,0.016129032258064516,0.9741935483870968,0.9967741935483871,0.0,0.0,0.0,0.0,1054.8725490196077,111.04248366013071,2.0,2.0,3.0,161.4,0.0,0.0,0.0,0.0,1760654585.199457,1760654587.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
55,219,12332,1.7333600521087646,56.31050228310502,52.05866864355271,43.0,436.0,43.0,43.0,43.0,0.011393587566116482,0.04904785422521438,9.5367431640625e-07,0.6137189865112305,0.0020384788513183594,0.0,0.9634703196347032,0.0,0.0730593607305936,0.9954337899543378,0.0,0.0,0.0,0.0,36.29857819905213,94.2085308056872,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760654587.199457,1760654589.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
56,254,249889,1.9027988910675049,983.8149606299213,540.3671943739107,52.0,2922.0,1292.0,404.25,1292.0,0.007921439024709886,0.03945365996568818,9.5367431640625e-07,0.35535693168640137,2.6941299438476562e-05,0.0,0.9881889763779528,0.11023622047244094,0.8858267716535433,0.9960629921259843,0.0,0.0,0.0,0.0,977.2669322709163,115.19521912350598,2.0,6.0,3.0,425.5357142857143,0.0,0.0,0.0,0.0,1760654589.199457,1760654591.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
57,3,404,1.416398048400879,134.66666666666666,71.5914333795136,52.0,176.0,176.0,114.0,176.0,0.5082273483276367,0.7882848530328003,8.392333984375e-05,1.4163141250610352,0.10828399658203125,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,162.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760654591.199457,1760654593.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
58,124,11067,1.8802878856658936,89.25,236.74282382819197,43.0,1864.0,43.0,43.0,43.0,0.02107957769031367,0.07698780942748304,9.5367431640625e-07,0.6703410148620605,0.0017690658569335938,0.0,0.9838709677419355,0.11290322580645161,0.03225806451612903,0.9919354838709677,0.0,0.0,0.0,0.0,71.42622950819673,94.81967213114754,3.0,5.0,2.0,244.42857142857142,0.0,0.0,0.0,0.0,1760654593.199457,1760654595.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
59,367,287598,1.4406969547271729,783.6457765667575,613.9757874912954,43.0,2922.0,1292.0,43.0,1292.0,0.004042551964938808,0.024788020944365795,9.5367431640625e-07,0.397899866104126,3.0040740966796875e-05,0.0,0.9945504087193461,0.02997275204359673,0.7002724795640327,0.997275204359673,0.0,0.0,0.0,0.0,773.6328767123288,106.79178082191781,3.0,4.0,3.0,861.2727272727273,0.0,0.0,0.0,0.0,1760654595.199457,1760654597.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
60,7,1181,1.5364460945129395,168.71428571428572,213.39377863917392,42.0,633.0,60.0,47.0,176.0,0.3072032928466797,0.25055009926729627,0.0001499652862548828,0.6139769554138184,0.30728602409362793,0.0,0.2857142857142857,0.0,0.2857142857142857,0.8571428571428571,0.0,0.0,0.0,0.0,162.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760654597.199457,1760654599.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
61,209,242615,0.6219470500946045,1160.8373205741627,374.4808487766472,76.0,1292.0,1292.0,1292.0,1292.0,0.007717310190200805,0.07679986854373747,9.5367431640625e-07,0.9215149879455566,2.1457672119140625e-05,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1146.8373205741627,113.56937799043062,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760654599.199457,1760654601.199457,1,mitm_traffic_anomaly_20251016_174117.pcap
